report,target
"The issue INT-3283, opened by Gary Russell, reports a Null Pointer Exception (NPE) that occurs in the JVM when closing a selector, particularly under circumstances such as an unregistered selector. Currently, the code captures an `IOException`, but the suggestion is to check if the selector is registered and change the catch statement to capture a broader `Exception`. Artem Bilan mentioned a pull request (PR) addressing this issue and noted that the problem was resolved in Java 8 and backported to Java 7. Russell proposed a simpler solution, advocating for catching `Exception` instead of implementing additional synchronization, given that the issue arises only during shutdown. Bilan agreed, suggesting that the fix may not warrant backporting to version 3.0.x.",changetype_tcp_udp
"In the issue INT-3236, Gary Russell highlighted the deprecation of the TCP ConnectionFactory's close method in version 3.0, recommending the use of the stop() method instead. He proposed a rework of the factory hierarchy, suggesting the implementation of start(), stop(), doStart(), and doStop() methods to improve functionality. Artem Bilan noted that there were no additional details provided in the issue. A pull request (PR) has been created to address these changes in the Spring Integration project, linking to the relevant GitHub repository.",changetype_tcp_udp
"The issue discussed in **INT-3233** involves modifying the `TcpNioServerConnectionFactory` in a way that changes the method of closing server sockets. It was noted that on Windows 7 with Java 7/8, simply closing a server channel does not effectively close the underlying socket. Instead, closing the Selector does achieve this closure. Although the Selector can manage multiple sockets, in this case, it is exclusively used for a single server socket. Therefore, the change to use `selector.close()` instead of `selector.wakeup()` is justified, as it ensures proper socket closure without any negative impact on functionality. The pull request related to this change has been submitted for review.",changetype_tcp_udp
"The issue reported in **INT-3178** by Dennis Thrysøe highlights a problem with TCP connections in Spring Integration, where the `TcpConnectionOpenEvent` is triggered before the connection is fully established and referenced in the channel. This premature event triggers a new connection attempt when a message is sent in response to the open event, preventing proper message handling. Gary Russell referenced a pull request aimed at addressing this issue. The bug affects version 3.0 M3, indicating a need for a fix to ensure that connections are fully operational before events are emitted, thereby improving the reliability of message sending in response to connection events.",changetype_tcp_udp
"The issue reported in Spring Integration (INT-3176) relates to a persistent timeout error when handling responses from an external service, despite the service itself responding promptly. The problem primarily manifests during load tests, leading to logs indicating ""Remote Timeout on Cached."" Initial investigations highlighted inconsistencies in thread logging, complicating troubleshooting efforts. Subsequent exchanges revealed that a misconfigured `remote-timeout`—set to a low value of 1 second—was likely causing the timeouts. It was clarified that the `remote-timeout` attribute on the outbound gateway is crucial for managing response timeouts, and adjusting this value, along with the `so-timeout` on the connection factory, resolved the issue when increased to 600 seconds. This case illustrates the importance of proper timeout configurations in high-load scenarios within Spring Integration frameworks.",changetype_tcp_udp
"In the reported issue INT-3163, the application experiences a freeze during load tests, particularly when using the `CachingClientConnectionFactory`. This occurs because connections are not being returned to the pool after use, leading to an eventual depletion of available connections. The underlying problem seems to stem from the `ProviderTcpConnectionFactory`, which fails to properly manage the connection lifecycle, particularly in the case of SSL handshake failures. When an error occurs, such as a socket being closed unexpectedly, the connection is not re-established or returned to the connection pool, causing the application to hang. The discussion highlights the need for proper handling of connection closures and suggests that recent changes in the Spring framework could mitigate these issues. A solution in the form of a new snapshot release (2.2.6.BUILD-SNAPSHOT) is recommended for testing, which includes fixes to ensure connections are properly closed on exceptions. The resolution emphasizes the importance of both addressing SSL issues and ensuring connections are reliably managed to prevent application freezes.",changetype_tcp_udp
"The issue reported in **INT-3146** involves a TCP connection pool problem where SOAP requests fail to receive responses after a one-minute wait. Vladislav Lysov observed that while initial requests work fine, subsequent requests after a minute do not receive replies, despite traffic analysis showing responses are sent. The connection configuration includes parameters like `soTimeout` and `singleUse`, leading to socket closures after timeouts. Gary Russell suggested adjustments, including removing `soTimeout`, setting `singleUse` to false, and using `remote-timeout` to better manage connection handling. Following these changes, the configuration for the connection pool was confirmed to work correctly. The discussion also highlighted the differences between various timeout settings, emphasizing the importance of correct configuration for reliable connection pooling. After updating to Spring Integration version 2.2.5, the issue appeared resolved, although concerns about lingering open connections after application shutdown were addressed.",changetype_tcp_udp
"The issue reported in INT-3123 by Gary Russell addresses the behavior of the `FailoverClientConnectionFactory` in relation to how socket exceptions are handled during failover scenarios. Specifically, the enhancement in #7082 allowed for the propagation of socket exceptions to waiting gateway threads, but this should not apply to failover connections. Propagating these exceptions could lead to confusion, as the next user of the socket may receive a close notification instead of their expected reply. This behavior could disrupt the correlation process that relies on the failover connection's ID, potentially affecting the reliability of the system. The problem impacts version 3.0 M3 of the software.",changetype_tcp_udp
"The issue **INT-3111**, raised by Gary Russell, addresses a problem with the `CachingClientConnectionFactory` where connections are returned to the pool instead of being closed when an outbound gateway times out. This behavior can lead to stale results for subsequent users of the connection, which poses a risk in applications relying on fresh data. The fix for this was introduced in a prior issue (#6838) to ensure connections are closed on timeout. The problem affects versions 3.0 M2 and 2.2.4. Russell also provided a pull request on GitHub to resolve the issue, which has since been merged into the master branch and cherry-picked for the 2.2.x release. This fix is essential for maintaining the integrity of connections in systems utilizing caching.",changetype_tcp_udp
"The issue described in JIRA ticket **INT-3103** highlights a problem where a `SocketException: Connection reset` does not trigger an exception in the Spring Integration framework; instead, it only logs the error and subsequently produces a `MessageTimeoutException` due to a timeout while waiting for a response. This behavior can lead to confusion, as developers expect a more immediate notification of connection issues. User **yuri** suggests that it would be beneficial for the calling thread to fail immediately upon detecting the reset connection, allowing for timely error reporting to the client. Developer **Gary Russell** acknowledges this need and indicates that a branch is ready for a pull request (PR) to address the issue, although it relies on the resolution of another related fix. The discussion reflects ongoing efforts to improve error handling in Spring Integration's TCP communication.",changetype_tcp_udp
"The issue reported under **[INT-3098](https://jira.spring.io/browse/INT-3098)** highlights a persistent `EOFException` error encountered when using the `TCPNIOConnection` class in the TCP integration component. Despite successful data processing, the error message indicates a premature end-of-file condition, which may not accurately reflect the state of the connection. David Carver emphasizes the need for better error handling, suggesting that such exceptions should either be logged as debug messages or validated more effectively to determine if the end of the connection has genuinely been reached. Gary Russell acknowledges that similar suppression mechanisms exist in the `TcpNetConnection` class and suggests applying these to the `TCPNIOConnection`. Following discussions, a pull request was created and subsequently merged to address this issue in version 2.2.3, with updates noted in the Spring Integration changelog.",changetype_tcp_udp
"The issue INT-3012, opened by Gary Russell, addresses a behavior in the TCP NIO server where connections wrapped with interceptors are returned as the actual connection rather than the expected wrapper. This behavior occurs in both versions 3.0 M1 and 2.2.3. Despite the concern regarding the return of the actual connection, Gary Russell commented that this is not considered a problem, suggesting that the current implementation does not affect functionality. The wrapping of TCP connections with interceptors is functioning correctly on the server side, but the expectation of receiving the outer interceptor instead of the actual connection remains unmet.",changetype_tcp_udp
"The issue INT-2996, reported by Gary Russell, highlights problems with class and package tangles in the Spring Integration framework. Specifically, a reference to `MessageHistory.class` in `BeanFactoryTypeConverter` has created a package cycle between the `...context` and `...util` packages. Additionally, a new class cycle has emerged between `TcpConnectionSupport` and `TcpConnectionEvent` due to the TCP connection eventing mechanism. This problem impacts version 3.0 M1 of the framework. The issue is linked to previous efforts to resolve similar tangles, such as those noted in issue #7075. A pull request addressing these concerns has been submitted and subsequently merged by Gunnar Hillert.",changetype_core
"In ticket **INT-2956**, Gary Russell highlighted an issue with custom deserializers in Spring Integration when using NIO (Non-blocking I/O). The problem stems from the `InputStream.read(b, off, len)` method not being overridden in the `ChannelInputStream`, leading to deserializers blocking while waiting for additional data, even when at least one byte has been read. Ideally, this method should exit early if no more data is currently available. Although initially deemed significant, Gary later decided against backporting this issue, noting that deserializers typically avoid reading unknown data blocks to prevent reading more than intended. The upcoming 3.0 release will support stateful deserializers, which allows for better handling of such scenarios, thus retaining the commit for this version.",changetype_tcp_udp
"The issue INT-2941, opened by Gary Russell, addresses several omissions in the `TcpConnectionEvent` class within the Spring Integration framework. The proposed enhancements include adding a getter method to retrieve the `Throwable` associated with `EXCEPTION` event types, thereby improving error handling. Additionally, it suggests incorporating an `auto-startup` feature for the event adapter, which would streamline initialization. Furthermore, the update recommends including a `phase` attribute in both the schema and the parser to enhance configuration capabilities. This issue affects version 3.0 M1, and related documentation improvements are also linked. The pull request for these changes has been successfully merged by Gunnar Hillert.",changetype_tcp_udp
"The issue with the `ConnectionFactoryTests` failing was identified by Artem Bilan, who noted that the test was not properly registering open connections, likely due to timing problems between socket connection establishment and registration in the connection factory. The original assertion that expected one open connection was frequently failing because the connection might not have been initialized yet. To address this, Bilan proposed introducing a `CountDownLatch` to synchronize the connection initialization process, but Gary Russell pointed out that this approach wouldn't work as the test doesn't send any messages. 

Instead, a more effective solution involved implementing a polling mechanism that repeatedly checks for the presence of open connections, with a timeout to prevent indefinite waiting. Bilan's final solution utilized Mockito to spy on the connection factory, allowing for better synchronization of the connection lifecycle. This adjustment was merged quickly by Russell to prevent further build failures, acknowledging Bilan's ongoing learning process with the IP module.",changetype_tcp_udp
"The issue identified in the Spring Integration project relates to recent changes that removed Piped Input/Output streams in favor of NIO, which has impacted binary deserializers. Specifically, when bytes with the highest bit set are processed, they are interpreted as negative values, leading to premature termination of data assembly. To address this, it is recommended that the `ChannelInputStream` masks these bytes using `0xff`. However, the workaround involves additional complexity, as it requires checking if the stream is actually closed after masking. This entails implementing a method to verify the stream's status, ensuring robust handling of potential stream closures. The problem affects versions 3.0 M1 and 2.2.1, prompting the need for a solution to maintain data integrity during deserialization.",changetype_tcp_udp
"The issue INT-2933, opened by Gary Russell, proposes the addition of events to track significant steps during the SSL handshake process when utilizing NIO. Currently, the system only triggers an OPEN event when the channel opens, which happens prior to the completion of the handshake. This enhancement aims to provide better visibility and control during the handshake, which is crucial for ensuring secure communications. Russell notes that since the handshake occurs during the first write operation, there are no immediate actions required to address this issue. The proposal is relevant to version 3.0 M1.",changetype_tcp_udp
"The issue INT-2932, opened by Gary Russell, highlights the need for improved reference documentation concerning TCP connection events in the Spring Integration framework, specifically affecting version 3.0 M1. The associated discussions include a link to a prior issue (#6914) addressing omissions in TcpConnectionEvent handling. Russell also submitted a pull request (PR) to propose enhancements, which has since been merged by Gunnar Hillert. This initiative aims to provide clearer guidance for developers implementing TCP connections within the Spring Integration ecosystem, ensuring better handling and understanding of connection events.",changetype_tcp_udp
"The issue INT-2924, raised by Gary Russell, addresses the need for configurable TCP socket connection timeouts in Spring Integration. Currently, the timeout for initial socket connections relies on the operating system's TCP stack, which can be limiting. The proposal suggests allowing client connection factories to utilize alternative APIs that enable an application-defined timeout setting. This enhancement would provide developers with greater control over connection behavior, improving the robustness of applications that rely on socket communication. No additional work is required, as existing extension points suffice for this implementation. Documentation updates have been made to reflect this addition in the Advanced Configuration Techniques Wiki.",changetype_tcp_udp
"In the issue INT-2911, Gary Russell highlighted a problem with the logging behavior of deserializers when they exceed the `maxMessageSize` limit in Spring Integration version 2.2.1. Currently, when deserializers, such as STX/ETX, encounter a buffer overflow, an exception is thrown, but this event is only logged at the DEBUG level. Russell proposed that this situation should instead trigger an ERROR log to ensure that critical buffer overflow events are adequately captured and addressed. He has also linked to a pull request aimed at resolving this issue and suggested that it be cherry-picked for version 2.2.x to enhance error visibility for developers.",changetype_tcp_udp
"In the recent release of version 2.2.1, users are encountering a significant error during the context initialization process, specifically a `BeanCreationException` related to the `TcpOutboundGateway`. This issue does not exist in the previous version, 2.2.0, making it a blocker for updates. The error message indicates that the `TcpNetClientConnectionFactory` can only be utilized by one inbound adapter, suggesting potential misconfigurations or multiple instances being referenced inadvertently. The user reported that rolling back to version 2.2.0 resolves the issue, but further investigation is required to identify the root cause in the new version. Additional details and configurations have been requested to clarify the situation, as it appears that the problem may stem from the environment in which the application is being run, particularly when initiated from IntelliJ IDEA.",changetype_tcp_udp
"The issue described in TCP Test Case [INT-2903], reported by Gary Russell, involves a failure in a unit test due to an `AssertionError`. This error stems from the `testNioReplyNotTimeout` method within the `ConnectionTimeoutTests` class, indicating that an expected condition was not met during the test execution. The test aims to verify the behavior of TCP connections under timeout scenarios. To address this, Gary suggests utilizing latches and new CLOSE events instead of relying on arbitrary wait times for socket closures. The problem affects version 2.2.1 of the software, and further details can be found in the referenced pull request and build logs. This approach aims to enhance the reliability of the tests by making them more deterministic and responsive to actual connection states.",changetype_tcp_udp
"The issue identified in JIRA ticket **[INT-2886](https://jira.spring.io/browse/INT-2886?redirect=false)**, raised by **[Gary Russell](https://jira.spring.io/secure/ViewProfile.jspa?name=grussell)**, pertains to the TCP Outbound Adapter where a connection exception is not providing a specific cause. This issue affects version 2.2 GA of the Spring Integration framework. In addition, the current implementation throws a `MessageMappingException` instead of the more appropriate `MessageHandlingException`. A proposed solution is encapsulated in a pull request available [here](https://github.com/SpringSource/spring-integration/pull/708). The resolution aims to improve error handling and clarity within the framework's TCP communication processes.",changetype_tcp_udp
"The IP module improvements outlined in INT-2877, initiated by Gary Russell, aim to enhance the extensibility of the module. Key enhancements include the addition of a mapper to the connection factory namespace, which is already supported by the factory bean. Furthermore, the mapper will be restructured to facilitate easier modifications of headers by subclasses during the mapping process. Additionally, the proposal includes the integration of plumbing for stateful deserializers. These improvements are set to impact version 2.2 GA and are slated for implementation once the master branch transitions to version 3.0 development. Further details can be found in the related GitHub pull request and commit history.",changetype_tcp_udp
"The issue INT-2876, reported by Gary Russell, addresses a problem in PipedInputStream where it can throw a 'Broken Pipe' error if the associated writer thread unexpectedly terminates. This bug affects versions 2.1.4 and 2.2 GA of the Spring Integration framework. The problem arises when the writer stops before the reader can complete its data processing, leading to potential disruptions in data flow. A proposed solution is available in the pull request on GitHub, aiming to enhance the stability and reliability of stream operations in the framework. This fix is crucial for ensuring seamless communication between producer and consumer threads within integration scenarios.",changetype_tcp_udp
"The issue INT-2872, raised by Gary Russell, focuses on the removal of TCP deprecations from the Spring Integration project, specifically the connection factory pool-size from the schema following the creation of the 3.0 schemas. The branch associated with this task is ready for merging once the master branch transitions to the 3.0 development phase. Additional details can be found in the pull request linked to the issue. This cleanup will help streamline the codebase and improve maintainability as the project progresses to its next version.",changetype_tcp_udp
"The JIRA issue **INT-2871**, opened by Gary Russell, proposes the addition of a method in the TCP Connection Factory to retrieve an unmodifiable collection of currently open connections. This enhancement will facilitate features such as broadcasting messages to all connections and the ability to close individual connections. It complements a parent issue that aims to enable applications to receive notifications regarding the status of connections—when they are opened or closed. The issue is relevant to version 2.2 GA and is a sub-task of #6109. Russell has indicated that a branch is ready for development once the master branch transitions to 3.0, and he has opted to expose only connection IDs, allowing closure by ID rather than exposing raw connection objects. A pull request has been submitted for review.",changetype_tcp_udp
"The issue INT-2870, opened by Gunnar Hillert, highlights the need for comprehensive documentation of IP Message Headers as defined in the `IpHeaders` class within both the JavaDoc and Reference Manual. Currently, only the `ip_connection_id` header is documented, which is a significant gap. The documentation should be updated to include all relevant IP headers to enhance clarity and usability for developers. This issue affects version 2.2 GA, and there's a noted discrepancy where `ip_connnection_id` should be corrected to `ip_connection_id` in sections 16.6 and 16.7.3. A pull request (PR) addressing this documentation issue has been submitted by Gary Russell, aiming to resolve these concerns and improve the overall documentation quality.",changetype_tcp_udp
"The issue INT-2868, raised by Gary Russell, pertains to the DefaultTcpSSLContextSupport class in Spring Integration. Currently, the class accepts keystore and truststore paths as Strings, which are then converted into ClassPathResource objects. However, the documentation allows for customization of these paths using prefixes like ""file:"", but this approach fails without a PathMatchingResourcePatternResolver to properly resolve the resource type. Russell suggests that, in version 3.0, the constructor should be modified to accept Resource objects directly instead of Strings, enhancing flexibility and functionality. This change aims to address the limitations experienced in version 2.2 GA. A pull request has been submitted to implement this improvement.",changetype_tcp_udp
"The issue identified in JIRA ticket **INT-2862** concerns a memory leak in the TCP Outbound Gateway of the Spring Integration framework. The problem arises from the `pendingReplies` map, which stores asynchronous responses but fails to be properly cleaned up, leading to potential memory consumption over time. This defect affects versions **2.1.4** and **2.2 GA** of the framework but has been backported to **2.1.5** to address the issue. A pull request (PR) has been submitted by **Gary Russell** to implement a fix for this memory leak, highlighting the importance of managing resources effectively in asynchronous operations to prevent performance degradation in applications utilizing this component.",changetype_tcp_udp
"In the context of using a TCP outbound gateway with a shared socket (set to `single-use=""false""`), challenges arise when dealing with long-running services. This setup can lead to issues as the socket remains reserved for clients sequentially, increasing the risk of response packet confusion—especially since the framework lacks correlation data. If the socket's `soTimeout` exceeds the gateway's `remoteTimeout`, a subsequent client might inadvertently receive the previous client's response, leading to ""dirty"" socket conditions. To mitigate this, it's crucial that the gateway closes the socket upon client timeout, preventing reuse. The recommended workaround is to ensure the `soTimeout` is less than or equal to the `remoteTimeout`. This issue impacts versions 2.1.4 and 2.2 GA, with discussions and proposed solutions available in the Spring Integration community.",changetype_tcp_udp
"The issue INT-2860, raised by Gary Russell, addresses premature socket timeouts in outbound gateway scenarios. Specifically, when using a connection factory that sets a socket's `soTimeout` to 10 seconds alongside a gateway's `remoteTimeout` of the same duration, problems arise during request/reply interactions. For instance, if a client sends a message and receives a response promptly, but then encounters a delayed server response, the socket may throw a `SocketTimeoutException` before the client can process the reply. To mitigate this, it is proposed that the `TcpConnection` should extend the wait time to two `soTimeout` intervals if the last message was sent within the first interval. This adjustment aims to enhance reliability in communication and prevent unnecessary timeouts in message exchanges. The issue affects version 2.2 GA and is linked to related issues about socket management in the gateway.",changetype_tcp_udp
"The issue INT-2854, raised by Gunnar Hillert, highlights the need for comprehensive documentation of several elements and attributes within the XML Schema for TCP support in version 2.2 GA. This documentation gap could hinder users' understanding and implementation of these elements, potentially impacting the usability and effectiveness of the framework. Addressing this issue is crucial for ensuring that developers have the necessary resources to utilize the XML Schema effectively, thereby enhancing the overall functionality and reliability of TCP support in Spring Integration.",changetype_tcp_udp
"The issue INT-2839, reported by Gary Russell, highlights a problem with the `CachingClientConnectionFactory` in Spring Integration when used with gateways. The core of the problem is that the underlying TCPConnection does not maintain a listener, causing the socket to be immediately returned to the pool after a send operation. This behavior can lead to unexpected connection handling issues, particularly affecting users of version 2.2 RC3. The issue has been linked to a broader concern regarding class cycles in TCP support, as referenced in issue #6804. A proposed solution is available in a pull request on GitHub.",changetype_tcp_udp
"The issue INT-2776, opened by Gary Russell, proposes adding the sender's UDP port to the inbound message header to enhance reply capabilities in Spring Integration. Currently, while the sender's IP address is included, the absence of the UDP port complicates responding to messages. This enhancement is particularly relevant given the lack of UDP Gateways (referenced in issue #5796). By including the sender's port, applications utilizing the service-activator can more effectively manage replies. The issue affects version 2.2 RC1, and further details and a related pull request can be found on GitHub. For additional context, a reference URL to a Stack Overflow discussion on UDP servers with Spring Integration is provided.",changetype_tcp_udp
"The issue described in the Spring Integration JIRA ticket **INT-2660** involves a `NullPointerException` occurring during SSL connection setup in the version 2.2.0.M3. The problem arises because the `SSLContext` is not initialized, leading to a failure when creating a new connection. In the provided configuration, a `DefaultTcpSSLContextSupport` bean is defined but is not properly linked to the connection factory due to a missing socket support bean. To resolve the issue, the connection factory must be defined as a full bean rather than using the `<int-ip:tcp-connection-factory>` element, which does not expose the necessary properties. Additionally, a `connectionSupport` bean must be created to link the `SSLContext` correctly. This workaround was suggested by Gary Russell, indicating that without this explicit definition, the `afterPropertiesSet()` method, which initializes the `SSLContext`, is never called. The resolution will be included in a future release of Spring Integration.",changetype_tcp_udp
"The issue described in INT-2650 involves high CPU load and significant time delays when transferring large binary files through a TCP endpoint configured in Spring Integration 3.1. The setup includes a TCP gateway and a service activator that processes incoming byte arrays using the `ByteArrayLengthHeader` for serialization. The specific method handling the binary data is `handleBinary(byte[] msg)`, but the automatic conversion of SpEL arguments in Spring Integration is causing performance bottlenecks. Debug logs indicate that there is a noticeable gap between activator function executions, exacerbating the delay. A jstack dump was provided to illustrate the CPU load during these operations. A proposed solution from Garry Russell suggests bypassing unnecessary conversions to alleviate the performance issues, with a reference for further details. The problem affects version 2.1.2 and has been backported to version 2.1.4.",changetype_core
"The issue INT-2648, raised by Gary Russell, pertains to the Inbound UDP Adapter holding onto a Scheduler Thread in Spring Integration version 2.2 M3. This problem affects the functionality of multiple inbound adapters. To provide further context, a reference URL is included, highlighting similar concerns discussed on Stack Overflow. A pull request has also been submitted to address this issue on GitHub. The resolution aims to enhance the performance and reliability of UDP communication within the framework.",changetype_tcp_udp
"The issue INT-2635, raised by Gary Russell, addresses the need to utilize the `receiveBufferSize` parameter to properly size piped streams in the NIO (Non-blocking I/O) framework. This adjustment is important for optimizing performance in Spring Integration, particularly affecting version 2.2 M2 and backported to 2.1.3. The proposed changes are reflected in two pull requests: one for the 2.1.x branch and another for the 2.2.x branch. These enhancements aim to improve data handling efficiency by ensuring that buffer sizes are appropriately configured for better throughput and resource management in network communication scenarios.",changetype_tcp_udp
"The issue with the `FailoverClientConnectionFactoryTests` in the Spring Integration framework, specifically the `testRealNio` method, has been inconsistent in its passing and failing. Matt Stine initially reported the problem, observing failures during Gradle builds while isolated test runs showed sporadic success. Running tests in Eclipse yielded different results, further complicating the issue. The error `java.io.IOException: Connection reset by peer` was identified as a potential culprit, although the test occasionally passed, leading to speculation about a time-based factor. Gary Russell later diagnosed the problem as a delay in the server socket closure propagation on macOS, causing the client to send messages before recognizing the closure. A proposed fix involved ensuring the client waits until it has no active connections before proceeding. This fix was implemented and merged into the project, addressing the inconsistent test failures.",changetype_tcp_udp
"The task involves refactoring the `ServerUtils.java` from the Spring Integration Samples (specifically the multiplex module) to the TCP Module, as noted in issue INT-2590 opened by Gunnar Hillert. This move aims to centralize utility functions related to TCP communication, enhancing code maintainability and reusability. Gary Russell provided additional insights, suggesting that the `waitListening()` method should be called in failing tests to improve test reliability. He also recommended updating existing TCP tests to utilize this common method for consistency. The proposed changes are part of an ongoing effort to streamline the TCP functionalities within the Spring Integration framework, with a pull request linked for review. This refactor is expected to impact version 2.2 M1 of the software.",changetype_tcp_udp
"The issue INT-2588 highlights the deprecation of the `ExpectedException` annotation from the Spring framework, which was used in the `CachingClientConnectionFactoryTests` class for testing. Gary Russell noted warnings related to this deprecation during the migration to Spring Framework 3.1.1. The deprecation affects the codebase, specifically in the test methods where `@ExpectedException` was used to expect `MessagingException` exceptions. To address this, a pull request (PR) was created to remove the deprecated usages and update the tests accordingly. This change is essential to ensure compatibility and maintainability of the code in future versions of Spring Integration.",changetype_tcp_udp
"The issue reported in TCP Failing Test [INT-2581] by Gary Russell highlights a problem where a counter is being tested before it has the opportunity to be incremented. This situation suggests a potential timing issue or race condition that could lead to incorrect test results. The issue affects version 2.2 M1 of the system, indicating that the problem could impact users relying on this specific release. Addressing this issue is crucial for ensuring the reliability and accuracy of the system's functionality, particularly in scenarios where counters are used to track state or events.",changetype_tcp_udp
"The issue reported in **NIO ip:tcp-connection-factory leaks memory** (INT-2519) highlights a memory leak in the TCP connection factory when using NIO. Specifically, as the number of incoming connections increases, memory usage rises linearly and does not decrease after connections are closed, primarily because the connections are retained in `TcpNioServerConnectionFactory#connections`. A preliminary code review indicates that these connections are only removed if `AbstractConnectionFactory#soTimeout` is set to a value greater than zero. A patch was proposed to modify `AbstractConnectionFactory#processNioSelections`, allowing for the cleanup of closed connections. While this patch addresses the immediate memory leak, further code refactoring is suggested for a more robust solution. Contributor guidelines were followed to facilitate the submission of fixes, though an alternative resolution was implemented by another developer.",changetype_tcp_udp
"The discussion around **Orderly Shutdown Behavior** in the Spring Integration framework addresses the need for improved shutdown processes for various components. Current implementations, as noted in **INT-2515**, highlight issues with TCP and UDP adapters, which can lead to abrupt terminations of in-flight requests. Specifically, TCP adapters close sockets hard, resulting in failures for ongoing request/response scenarios, while UDP adapters may produce error messages due to interrupted executor threads. To enhance the shutdown process, it is proposed to introduce two methods in the `OrderlyShutdownCapable` interface: `beginShutdown()` and `endShutdown()`. The `beginShutdown()` method would prevent new incoming requests and allow existing ones to complete, while `endShutdown()` would finalize the shutdown process, attempting to stop TCP endpoints and reporting on any remaining HTTP requests. This approach aims to create a more graceful shutdown mechanism, ultimately improving system reliability.",changetype_tcp_udp
"In issue **INT-2511**, Gary Russell raised a concern regarding the default socket timeout for collaborating channel adapters in Spring Integration. Currently, both inbound and outbound adapters using a client connection factory have a default timeout of 10 seconds, even for shared (non-single-use) sockets. This design aims to protect server resources from poorly-behaved clients; however, it has led to confusion among users. Russell argues that this default setting is inappropriate for shared sockets and proposes changing it to 0 (infinite timeout) to better accommodate user needs. He links to a pull request for implementation and a migration guide for users transitioning between versions. This change affects version 2.1 GA and aims to enhance the usability of the framework.",changetype_tcp_udp
"The discussion around adding TCP multicast support to Spring Integration (INT-2495) highlights the need for a mechanism to send messages to multiple receivers when UDP is not viable. The proposed solution includes an adapter that utilizes a list of connections from a `clientConnectionFactory`, enabling configuration via properties for multiple TCP endpoints. A key feature is the ability to choose between synchronous and asynchronous message delivery, managed by a flag. Furthermore, the implementation of a `RetryInterceptor` is suggested to handle message delivery failures with the potential use of `AggregateMessageDeliveryException`, which would facilitate retries based on failed connections. However, concerns were raised about separating TCP-specific logic from more general message routing strategies, suggesting that enhancements should apply broadly, such as through a `recipient-list-router`. Overall, the discussion underscores the complexity of TCP configurations and the need for flexible, dynamic integration flows.",changetype_tcp_udp
"The issue INT-2459, opened by Gary Russell, addresses the need for a mechanism in the TCP connection factory that allows for failover to alternative hosts. The proposed solution involves using a comma-delimited list of hosts, with optional port specifications. If a port is not provided, the factory will default to the port specified in its attributes. This enhancement aims to improve the reliability of TCP client connections by enabling seamless transitions to backup hosts in case of failures. This feature is set to affect the 2.1 GA release and is linked to other enhancements such as support for TCP multicast. A pull request for this implementation is available on GitHub.",changetype_tcp_udp
"The issue INT-2419 addresses deficiencies in thread handling within the NIO framework, as highlighted in a forum post. Gary Russell suggests several enhancements to improve performance and reliability. First, he proposes allowing the thread pool size to be defined in a variable format (""n-m""), which would enable more flexible resource management compared to the current fixed size. Additionally, he recommends exposing an attribute to configure the PipedInputStream's buffer size, which would help prevent reader threads from blocking when large amounts of data are received without available consumer threads. Lastly, he advocates for modifying the reader thread to monitor the available bytes in the piped stream, implementing a timeout feature if space isn't made available in a timely manner. These changes aim to enhance the functionality and efficiency of NIO thread handling, particularly affecting version 2.1 GA.",changetype_tcp_udp
"The issue INT-2418, raised by Gary Russell, highlights the challenges in determining an appropriate pool size for TCP Connection Factory when using NIO (Non-blocking I/O). The complexity arises from the need for multiple threads to manage large messages effectively; specifically, two threads per socket may be necessary—one for reading message fragments and another for assembling them. Additionally, one thread is dedicated to handling selector events. An example from a forum illustrates the problem: a user set the pool size to two, resulting in one thread handling selector events while the other blocked due to unavailability of threads to consume data from the input stream. To avoid such bottlenecks, it’s essential to select a pool size that accommodates the expected number of concurrent message receptions, ensuring efficient processing in high-load scenarios.",changetype_tcp_udp
"The issue INT-2404, raised by Gary Russell, addresses a problem with the Event, TCP, and UDP Inbound Channel Adapter Parsers in Spring Integration. These parsers currently utilize the 'channel' attribute instead of the expected 'channelName' parameter in the doParse() method. This discrepancy can lead to a situation where an adapter with a specific ID (e.g., 'xx') creates a corresponding channel ('xx') and adapter ('xx.adapter'), but fails to bind them properly. As a result, a runtime error occurs, indicating that the outputChannel is required. This issue affects versions 2.0.5 and 2.1 GA, prompting discussions about potential fixes, including the removal of the 'required' attribute from channel definitions to facilitate automatic channel creation. A pull request was issued but was later closed in favor of another related pull request addressing the same issue.",changetype_tcp_udp
"The issue reported in **INT-2333** involves an intermittent build failure in the Spring Integration IP Support Module, specifically during the test `TcpSendingMessageHandlerTests.testNioSingleUseWithInboundMany`. The failure occurs at various iterations within a loop, indicating a persistent problem rather than a single-instance error. Notably, the test throws a `CancelledKeyException`, which is not documented in the method's JavaDoc, leading to unexpected shutdowns of I/O operations. Discussions among contributors reveal that the recent fix for a related issue may have inadvertently increased the frequency of these build failures. One of the developers confirmed reproduction of the issue on a Mac, linking it to the JVM's behavior. A workaround is in progress to address this bug, which appears to be specific to the Mac environment, suggesting that the issue may stem from underlying JVM inconsistencies.",changetype_tcp_udp
